"REF_DATE","GEO","DGUID","Funder","Performer","Science type","Prices","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","295","","","","0"
"2008","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","321","","","","0"
"2009","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","304","","","","0"
"2010","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","266","","","","0"
"2011","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","300","","","","0"
"2012","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","312","","","","0"
"2013","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","299","","","","0"
"2014","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","307","","","","0"
"2015","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","285","","","","0"
"2016","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","290","","","","0"
"2017","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","300","","","","0"
"2018","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","339","","","","0"
"2019","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","350","","","","0"
"2020","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","374","","","","0"
"2021","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","414","","","","0"
"2022","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","423","","","","0"
"2023","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial governments sector","Total sciences","Current prices","Dollars","81","millions","6","v617506","1.3.3.2.1","435","","","","0"
"2000","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","38","","","","0"
"2001","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","12","","","","0"
"2002","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","15","","","","0"
"2003","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","14","","","","0"
"2004","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","14","","","","0"
"2005","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","12","","","","0"
"2006","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","10","","","","0"
"2007","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","10","","","","0"
"2008","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","11","","","","0"
"2009","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","12","","","","0"
"2010","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","13","","","","0"
"2011","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","16","","","","0"
"2012","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","13","","","","0"
"2013","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","10","","","","0"
"2014","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","13","","","","0"
"2015","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","12","","","","0"
"2016","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","13","","","","0"
"2017","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","14","","","","0"
"2018","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","15","","","","0"
"2019","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","16","","","","0"
"2020","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","18","","","","0"
"2021","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","18","","","","0"
"2022","Canada","2016A000011124","Funder: provincial governments sector","Performer: provincial research organizations sector","Total sciences","Current prices","Dollars","81","millions","6","v617535","1.3.4.2.1","21","","","","0"
